Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Are,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2020,Season A,December,Kamabuye,Rice,2.89,1.92,192.0,Flat,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Maize,Medium,Limited,No,Yes,11.2,Clay Soil,7.24,2.45,44.2,18.1,206.9,23.6,77.7,80.4,7.8,10.1,106.7,19.28
2022,Season B,February,Ngeruka,Rice,0.21,0.17,17.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.75,No,Beans,Low,Adequate,Yes,No,15.7,Loam,7.1,2.69,69.0,18.3,197.6,23.3,59.2,78.5,7.5,11.6,104.0,28.14
2021,Season A,November,Nyamata,Maize,2.64,2.37,237.0,Hillside,Local Variety,Yes,Inorganic (NPK),2.08,No,Fallow,High,Sufficient,Yes,No,18.0,Clay Soil,6.95,3.19,75.4,20.4,255.9,23.6,118.5,79.2,7.1,9.4,92.2,14.68
2023,Season B,February,Shyara,Maize,2.7,1.68,168.0,Valley,Improved (WH507),No,None,0.0,Yes,Maize,Medium,Sufficient,Yes,No,21.3,Sandy Loam,6.16,2.44,52.1,23.1,281.9,22.4,98.1,69.2,7.2,10.9,117.2,17.84
2024,Season A,December,Shyara,Rice,0.75,0.74,74.0,Flat,Improved (IR64 / NERICA),Partial,Organic (Compost),0.2,No,Beans,Low,Adequate,Yes,No,14.3,Sandy Loam,6.25,2.04,56.4,26.0,277.1,23.5,102.4,74.6,8.1,10.5,100.6,38.67
2021,Season A,January,Juru,Maize,1.1,0.79,79.0,Flat,Improved (WH507),Partial,Organic (Compost),0.57,Partial,Maize,High,Adequate,Yes,No,17.8,Sandy Loam,7.01,2.55,48.0,23.6,181.6,23.2,73.7,68.0,7.7,11.4,110.1,15.89
2020,Season B,February,Ruhuha,Maize,0.31,0.3,30.0,Flat,Improved (WH507),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,20.0,Sandy Loam,6.95,2.31,60.0,16.5,185.2,23.8,80.3,70.8,7.5,11.1,118.6,15.88
2024,Season B,May,Kamabuye,Beans,0.77,0.63,63.0,Hillside,Improved (RWR 2245),Yes,Inorganic (NPK),0.6,No,Beans,Medium,Sufficient,No,No,23.2,Clay Soil,6.96,2.09,42.4,15.2,207.7,24.4,63.3,78.4,7.6,10.4,98.6,12.51
2023,Season B,May,Mareba,Beans,1.36,1.14,114.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),0.71,Partial,Fallow,Medium,Adequate,Yes,No,6.5,Sandy Loam,7.24,2.92,64.4,11.2,239.0,23.1,55.3,76.7,6.1,9.0,119.1,9.59
2020,Season A,October,Juru,Maize,1.6,1.45,145.0,Valley,Local Variety,No,None,0.0,Yes,Beans,High,Adequate,No,No,10.3,Sandy Loam,6.93,2.59,50.3,25.0,187.4,23.3,77.4,67.0,6.6,10.8,111.3,11.1
2020,Season B,February,Musenyi,Rice,1.24,0.89,89.0,Valley,Hybrid (Komboka),No,None,0.0,Yes,Maize,High,Adequate,Yes,Yes,17.1,Loam,7.12,2.35,38.7,11.0,245.3,20.7,97.1,69.0,6.8,10.2,124.9,18.4
2023,Season B,April,Mareba,Rice,2.36,1.69,169.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Partial,Beans,Low,Adequate,No,Yes,23.7,Sandy Loam,7.15,3.32,56.4,11.4,221.6,24.5,94.7,67.5,7.3,10.3,108.0,32.43
2020,Season A,January,Ruhuha,Beans,0.58,0.39,39.0,Valley,Improved (RWR 2245),No,None,0.0,No,Rice,Medium,Adequate,Yes,No,6.6,Sandy Loam,6.93,2.39,62.0,18.5,180.1,21.5,73.1,74.7,7.5,10.6,122.8,12.49
2022,Season A,October,Rilima,Beans,2.86,2.22,222.0,Flat,Improved (RWR 2245),No,None,0.0,No,Fallow,Medium,Limited,Yes,Yes,21.4,Sandy Soil,6.18,1.92,43.9,17.0,206.5,25.7,130.9,74.0,6.6,8.1,114.1,10.76
2021,Season A,October,Mayange,Beans,1.89,1.25,125.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,14.2,Sandy Loam,6.1,2.95,63.9,16.4,213.9,25.3,77.4,74.4,7.3,9.2,91.2,12.13
2024,Season B,February,Kamabuye,Maize,1.7,1.16,116.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Yes,Rice,Low,Adequate,Yes,No,22.1,Clay Soil,7.1,2.43,42.4,20.4,200.8,21.8,85.4,69.4,7.4,11.3,110.5,15.65
2020,Season A,November,Ntarama,Rice,1.0,0.77,77.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),2.79,Yes,Beans,Low,Adequate,No,No,20.9,Sandy Soil,7.02,2.84,64.6,7.3,244.5,24.0,81.7,85.1,7.6,10.4,99.1,29.04
2021,Season B,May,Gashora,Maize,0.14,0.1,10.0,Hillside,Local Variety,No,None,0.0,Partial,Cassava,Medium,Sufficient,Yes,Yes,24.3,Loam,6.46,2.18,51.8,24.4,205.3,22.8,97.6,74.3,7.5,11.0,104.5,13.36
2021,Season A,November,Nyarugenge,Rice,2.75,1.95,195.0,Valley,Hybrid (Komboka),Partial,Inorganic (NPK),0.1,No,Maize,High,Adequate,Yes,Yes,15.8,Clay Soil,6.21,2.14,30.6,18.8,200.1,24.6,91.1,75.3,6.0,9.2,95.9,24.35
2023,Season B,June,Mwogo,Rice,1.43,1.35,135.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.52,Yes,Maize,Medium,Sufficient,Yes,Yes,17.9,Sandy Soil,5.9,2.09,62.5,19.5,160.4,23.9,23.6,72.4,7.9,12.0,121.9,29.24
2022,Season B,March,Musenyi,Beans,0.48,0.38,38.0,Valley,Local Variety,No,None,0.0,Yes,Beans,Low,Sufficient,No,No,17.7,Loam,7.2,2.5,36.5,15.1,255.6,24.1,72.4,72.5,6.8,10.9,108.9,6.68
2023,Season A,December,Shyara,Beans,0.77,0.6,60.0,Flat,Local Variety,Yes,Inorganic (NPK),0.58,Partial,Beans,Medium,Limited,No,Yes,22.3,Sandy Loam,6.04,2.45,58.0,23.4,261.3,21.1,75.6,76.9,7.8,12.2,111.5,6.69
2022,Season A,January,Mayange,Beans,0.33,0.32,32.0,Flat,Improved (RWR 2245),No,None,0.0,No,Beans,High,Adequate,Yes,No,24.5,Sandy Loam,5.79,3.05,62.0,13.8,212.6,22.3,67.6,68.8,8.3,11.6,105.3,10.62
2020,Season B,March,Nyamata,Maize,1.46,1.38,138.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Medium,Adequate,Yes,Yes,10.4,Clay Soil,7.18,3.32,78.4,28.0,253.4,22.4,119.3,72.8,8.0,11.8,126.7,16.55
2021,Season A,January,Ngeruka,Rice,1.85,1.2,120.0,Flat,Hybrid (Komboka),No,None,0.0,No,Fallow,Medium,Adequate,No,No,20.5,Loam,6.87,2.91,75.7,20.8,196.7,21.1,85.5,77.2,7.1,10.3,108.7,21.33
2022,Season A,October,Musenyi,Maize,2.49,2.33,233.0,Hillside,Local Variety,No,None,0.0,Partial,Beans,High,Adequate,Yes,Yes,8.2,Loam,7.18,2.29,45.3,16.0,251.5,25.5,132.1,75.4,6.9,9.7,111.0,11.32
2022,Season B,March,Rweru,Maize,2.92,2.88,288.0,Hillside,Hybrid (H614D),No,None,0.0,Yes,Beans,Low,Adequate,No,No,13.9,Clay Soil,7.11,2.8,64.3,9.7,187.1,21.4,69.4,65.0,7.5,11.8,102.6,21.63
2023,Season A,September,Mareba,Beans,1.07,0.67,67.0,Flat,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),0.92,Yes,Rice,Medium,Sufficient,No,No,23.7,Sandy Loam,7.22,3.23,61.2,8.6,237.8,22.7,52.7,69.5,6.6,13.1,113.9,10.35
2020,Season B,May,Rweru,Maize,1.34,1.12,112.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),1.88,Partial,Rice,High,Limited,Yes,Yes,22.2,Clay Soil,6.98,2.68,72.0,9.7,181.8,23.7,59.2,72.7,6.1,11.8,98.9,15.23
2024,Season A,November,Ngeruka,Maize,1.7,1.44,144.0,Hillside,Local Variety,No,None,0.0,No,Maize,High,Limited,No,No,7.7,Loam,6.98,2.89,77.5,22.3,187.6,24.0,127.9,82.3,7.4,10.9,92.3,9.76
2023,Season A,November,Juru,Beans,0.45,0.34,34.0,Valley,Hybrid (MAC 44),No,None,0.0,Yes,Maize,High,Limited,Yes,No,13.4,Sandy Loam,7.01,2.73,44.8,23.1,165.8,23.4,131.4,73.5,7.1,10.3,103.3,7.41
2021,Season B,March,Musenyi,Beans,0.34,0.26,26.0,Flat,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),1.48,Yes,Fallow,Low,Adequate,No,No,5.2,Loam,7.15,2.64,44.4,14.2,254.3,22.2,107.3,76.2,6.8,10.1,120.9,14.51
2020,Season B,April,Gashora,Maize,2.93,2.18,218.0,Flat,Hybrid (H614D),No,None,0.0,No,Beans,Low,Limited,Yes,No,17.4,Loam,6.48,2.16,48.7,25.9,183.9,23.1,139.9,70.4,7.7,10.0,121.1,22.98
2020,Season B,March,Nyarugenge,Rice,2.58,2.18,218.0,Flat,Hybrid (Komboka),No,None,0.0,Yes,Maize,Low,Adequate,No,Yes,7.9,Clay Soil,6.33,2.23,42.2,23.5,202.3,23.3,87.9,78.1,6.2,10.7,107.3,24.43
2022,Season A,November,Mwogo,Rice,0.24,0.18,18.0,Valley,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),1.29,Partial,Beans,Medium,Adequate,No,No,9.7,Sandy Soil,5.98,1.82,72.3,22.1,155.9,24.9,94.2,74.3,6.5,11.5,92.3,40.07
2022,Season A,October,Rweru,Rice,2.23,1.95,195.0,Flat,Local Variety,No,None,0.0,Yes,Rice,High,Adequate,Yes,No,11.9,Clay Soil,7.01,2.62,66.9,13.6,191.1,21.8,84.7,73.2,6.4,9.9,98.1,16.22
2021,Season A,October,Musenyi,Beans,0.41,0.26,26.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Cassava,High,Adequate,Yes,No,7.3,Loam,7.15,2.6,42.3,13.9,250.0,23.2,154.0,84.4,6.6,10.3,89.9,7.82
2020,Season B,June,Rilima,Beans,0.57,0.57,57.0,Flat,Hybrid (MAC 44),Yes,Inorganic (NPK),0.46,No,Rice,High,Adequate,No,No,22.6,Sandy Soil,6.04,1.72,39.6,12.6,220.6,22.9,48.8,68.8,8.5,12.3,102.0,6.96
2024,Season B,February,Kamabuye,Beans,2.1,1.29,129.0,Flat,Hybrid (MAC 44),Partial,Organic (Compost),0.59,Partial,Beans,Low,Adequate,No,Yes,23.5,Clay Soil,7.17,2.19,40.4,20.9,197.1,20.8,95.5,66.3,7.2,10.3,110.7,9.09
2024,Season A,November,Ngeruka,Maize,0.76,0.46,46.0,Flat,Hybrid (H614D),No,None,0.0,No,Beans,High,Adequate,Yes,No,13.6,Loam,7.03,2.72,72.7,16.7,199.8,22.5,94.0,77.5,7.1,10.7,102.3,21.62
2022,Season B,April,Ruhuha,Maize,0.15,0.15,15.0,Flat,Improved (WH507),No,None,0.0,No,Fallow,Low,Sufficient,Yes,No,16.1,Sandy Loam,7.06,2.52,60.1,17.0,186.7,21.8,99.0,71.8,6.7,11.8,103.8,18.46
2020,Season B,March,Mwogo,Beans,2.97,2.79,279.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Cassava,Medium,Limited,No,Yes,8.3,Sandy Soil,6.2,2.17,67.3,22.0,155.4,22.8,83.9,73.9,6.4,9.6,97.1,12.49
2020,Season A,November,Nyarugenge,Rice,1.19,1.13,113.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),0.57,No,Beans,High,Adequate,Yes,No,19.3,Clay Soil,6.17,1.98,47.4,19.9,194.4,24.9,120.9,84.2,7.3,10.6,105.8,27.96
2023,Season B,February,Mayange,Maize,0.14,0.11,11.0,Flat,Improved (WH507),No,None,0.0,Yes,Maize,Low,Sufficient,Yes,No,6.0,Sandy Loam,6.12,3.18,63.6,15.8,202.9,22.1,66.7,68.1,8.0,11.5,112.9,17.12
2024,Season A,January,Ngeruka,Beans,0.72,0.46,46.0,Hillside,Local Variety,No,None,0.0,No,Fallow,Medium,Limited,Yes,No,17.8,Loam,6.98,2.71,76.4,21.7,198.6,23.1,85.8,76.8,8.0,13.0,123.6,5.86
2021,Season A,September,Ngeruka,Maize,1.37,1.16,116.0,Valley,Improved (WH507),No,None,0.0,No,Beans,Medium,Sufficient,Yes,Yes,15.1,Loam,7.04,2.7,70.5,20.3,199.9,22.7,84.3,71.0,6.8,9.8,106.3,19.28
2020,Season B,February,Ruhuha,Maize,2.36,2.02,202.0,Flat,Hybrid (H614D),No,None,0.0,Yes,Cassava,Medium,Adequate,No,No,12.4,Sandy Loam,7.08,2.37,59.7,16.4,188.6,20.5,66.7,76.9,7.5,9.9,99.6,19.02
2020,Season B,April,Ngeruka,Beans,0.77,0.57,57.0,Valley,Local Variety,No,None,0.0,No,Beans,Medium,Adequate,Yes,No,6.0,Loam,7.12,2.63,67.6,16.0,212.5,24.6,145.9,77.6,5.8,10.0,103.8,5.59
2020,Season A,October,Rilima,Beans,0.47,0.45,45.0,Hillside,Local Variety,No,None,0.0,No,Maize,Low,Adequate,No,No,23.6,Sandy Soil,6.03,1.81,42.2,18.2,220.9,22.9,143.4,81.6,7.2,9.9,105.2,6.02
2022,Season B,February,Ruhuha,Beans,0.27,0.21,21.0,Hillside,Local Variety,No,None,0.0,No,Beans,Low,Sufficient,Yes,Yes,6.1,Sandy Loam,7.02,2.46,61.8,17.1,190.2,21.0,48.5,72.4,6.7,9.9,111.2,6.11
2023,Season A,December,Ruhuha,Maize,2.62,1.59,159.0,Valley,Improved (WH507),Partial,Organic (Compost),0.16,No,Maize,Low,Sufficient,Yes,Yes,16.5,Sandy Loam,7.01,2.65,62.6,15.8,193.9,21.0,69.1,70.1,8.3,10.6,93.9,17.69
2021,Season A,November,Ruhuha,Maize,2.27,1.55,155.0,Hillside,Improved (WH507),No,None,0.0,Yes,Maize,Medium,Adequate,No,No,5.4,Sandy Loam,6.82,2.47,63.8,18.0,197.2,27.9,110.8,71.0,7.0,11.0,99.2,16.81
2021,Season A,September,Juru,Rice,2.32,1.77,177.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.61,No,Maize,Low,Adequate,No,No,18.1,Sandy Loam,6.7,2.48,48.5,24.1,161.1,23.5,94.9,71.6,7.7,10.3,116.0,32.08
2024,Season B,March,Ntarama,Rice,0.38,0.36,36.0,Valley,Hybrid (Komboka),No,None,0.0,No,Rice,Low,Adequate,Yes,No,24.2,Sandy Soil,7.02,2.67,63.6,12.7,240.2,22.5,100.7,74.7,6.8,10.0,112.2,19.64
2020,Season A,September,Musenyi,Rice,1.3,0.86,86.0,Flat,Hybrid (Komboka),No,None,0.0,No,Maize,Low,Limited,No,No,14.1,Loam,7.17,2.4,39.2,14.5,260.0,23.5,86.3,79.9,8.6,11.8,114.3,20.46
2023,Season B,April,Rweru,Beans,1.84,1.34,134.0,Flat,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),1.15,Yes,Beans,Low,Sufficient,Yes,No,10.7,Clay Soil,6.99,2.54,65.7,11.2,185.7,24.1,104.5,67.9,5.9,10.9,95.4,14.65
2024,Season A,October,Ngeruka,Beans,2.28,2.21,221.0,Flat,Hybrid (MAC 44),Yes,Inorganic (NPK),0.75,No,Maize,Medium,Adequate,Yes,Yes,9.8,Loam,7.04,2.72,70.3,18.6,193.7,23.2,95.0,82.0,7.3,11.5,88.2,10.71
2023,Season B,February,Juru,Rice,1.4,1.03,103.0,Valley,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Beans,Low,Adequate,Yes,Yes,24.4,Sandy Loam,6.73,2.59,51.1,22.0,166.7,20.9,88.1,72.5,7.8,10.2,110.8,32.46
2021,Season B,May,Musenyi,Rice,1.77,1.44,144.0,Flat,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),1.77,No,Rice,Low,Limited,No,Yes,11.9,Loam,7.0,2.47,41.2,12.5,257.1,23.5,83.6,75.9,5.8,11.8,99.8,22.79
2024,Season A,October,Mwogo,Beans,2.41,2.17,217.0,Valley,Improved (RWR 2245),Partial,Inorganic (NPK),0.62,Yes,Beans,Low,Limited,No,No,21.4,Sandy Soil,6.03,1.93,69.5,19.7,153.7,26.1,85.0,81.0,6.8,11.6,106.4,13.06
2024,Season A,November,Ngeruka,Beans,0.22,0.16,16.0,Valley,Hybrid (MAC 44),No,None,0.0,No,Rice,Medium,Limited,Yes,Yes,23.7,Loam,6.96,2.75,75.1,20.2,200.9,22.5,131.7,77.4,7.9,9.8,93.1,8.86
2023,Season B,June,Musenyi,Beans,2.12,1.28,128.0,Valley,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),0.93,No,Beans,Low,Sufficient,No,Yes,15.8,Loam,7.05,2.41,39.3,14.3,255.7,20.8,46.6,63.6,7.9,11.1,129.9,9.82
2021,Season B,March,Gashora,Rice,0.23,0.23,23.0,Flat,Local Variety,No,None,0.0,Yes,Cassava,Medium,Sufficient,Yes,Yes,15.6,Loam,6.44,2.26,55.1,27.1,210.1,22.7,84.8,82.2,7.3,10.9,105.8,20.31
2022,Season B,February,Kamabuye,Beans,0.19,0.14,14.0,Hillside,Hybrid (MAC 44),Partial,Inorganic (NPK),0.63,No,Beans,Low,Adequate,Yes,Yes,10.7,Clay Soil,7.09,2.18,44.4,17.4,218.4,21.3,78.2,79.8,7.1,11.3,125.4,10.31
2024,Season B,February,Ruhuha,Beans,1.08,1.03,103.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Maize,Medium,Limited,Yes,Yes,15.8,Sandy Loam,7.07,2.5,61.4,17.6,191.9,23.1,88.9,77.8,7.7,10.6,96.1,8.37
2022,Season B,May,Nyarugenge,Beans,0.32,0.32,32.0,Flat,Local Variety,Yes,Organic (Compost),0.0,No,Beans,Low,Adequate,Yes,No,12.3,Clay Soil,6.23,2.14,36.6,23.3,203.8,20.7,94.3,74.7,7.6,9.9,100.8,7.81
2020,Season B,May,Mareba,Rice,1.67,1.26,126.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),0.8,No,Fallow,Low,Sufficient,Yes,No,7.3,Sandy Loam,6.95,3.21,67.0,12.9,237.2,21.5,64.5,74.1,7.4,11.2,116.6,19.11
2023,Season A,October,Nyamata,Beans,2.64,1.97,197.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),0.57,No,Rice,Low,Sufficient,Yes,No,15.4,Clay Soil,7.15,3.12,73.8,22.6,264.5,23.1,73.3,76.1,6.6,9.7,97.0,11.69
2021,Season A,December,Ruhuha,Rice,2.01,1.79,179.0,Valley,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),0.66,Partial,Beans,Medium,Adequate,No,No,18.2,Sandy Loam,7.01,2.63,63.9,16.9,195.3,22.4,96.6,72.8,7.5,10.4,114.1,26.84
2021,Season A,October,Kamabuye,Beans,2.94,1.79,179.0,Flat,Local Variety,No,None,0.0,No,Maize,Medium,Sufficient,Yes,No,21.9,Clay Soil,7.1,2.23,35.7,15.5,201.0,24.1,66.7,70.2,6.1,10.8,101.4,6.13
2022,Season B,June,Ruhuha,Rice,0.77,0.7,70.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,13.8,Sandy Loam,7.04,2.56,63.9,17.9,183.0,21.9,32.3,66.3,8.3,11.1,133.2,20.6
2023,Season B,May,Nyarugenge,Rice,0.15,0.13,13.0,Flat,Improved (IR64 / NERICA),No,None,0.0,Yes,Maize,Medium,Sufficient,No,No,7.4,Clay Soil,6.2,2.09,39.7,21.3,187.6,25.3,89.3,76.3,7.0,10.0,104.7,34.05
2020,Season A,January,Mareba,Beans,0.58,0.57,57.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),0.51,Yes,Maize,High,Limited,No,No,8.1,Sandy Loam,7.16,2.96,63.3,8.9,245.1,24.5,53.4,70.7,7.8,10.7,105.6,7.13
2020,Season A,January,Mwogo,Beans,1.85,1.82,182.0,Hillside,Hybrid (MAC 44),Yes,Organic (Compost),0.0,No,Beans,Medium,Sufficient,Yes,Yes,22.8,Sandy Soil,6.03,2.05,64.7,19.1,177.5,23.3,75.4,74.6,7.4,11.7,99.0,10.8
2020,Season A,September,Mwogo,Maize,2.47,1.55,155.0,Flat,Local Variety,Partial,Inorganic (NPK),0.48,No,Maize,Low,Adequate,Yes,No,20.2,Sandy Soil,5.76,1.94,68.4,21.5,146.1,23.4,53.0,72.6,7.4,12.2,114.4,11.72
2021,Season A,December,Rilima,Beans,2.75,2.34,234.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Maize,Low,Adequate,Yes,No,9.2,Sandy Soil,6.24,1.88,43.3,18.9,213.9,24.7,52.7,67.8,6.8,12.2,105.5,12.28
2021,Season A,December,Nyamata,Maize,0.46,0.29,29.0,Hillside,Local Variety,Partial,Inorganic (NPK),0.56,Partial,Beans,Medium,Adequate,Yes,No,21.8,Clay Soil,7.22,3.18,83.2,23.1,269.0,23.9,113.8,71.4,7.6,11.7,99.6,14.67
2024,Season A,October,Kamabuye,Rice,1.05,0.68,68.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Maize,High,Adequate,No,No,8.9,Clay Soil,6.98,2.25,40.5,20.7,200.7,25.6,135.9,82.1,6.5,11.7,109.3,23.25
2022,Season B,May,Shyara,Rice,0.95,0.58,58.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Fallow,High,Sufficient,Yes,No,24.0,Sandy Loam,6.32,2.43,50.5,22.3,262.1,22.0,48.3,76.5,7.8,11.7,88.9,23.82
2021,Season A,January,Rweru,Maize,1.13,0.89,89.0,Flat,Improved (WH507),No,None,0.0,No,Cassava,Medium,Adequate,Yes,Yes,21.9,Clay Soil,7.06,2.56,66.4,14.4,185.7,22.4,41.0,73.4,7.7,10.0,98.9,14.97
2020,Season A,September,Mayange,Rice,2.54,2.25,225.0,Flat,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,Partial,Beans,Medium,Sufficient,Yes,No,9.5,Sandy Loam,6.15,2.77,63.1,8.8,194.6,24.0,67.8,66.7,7.8,8.7,128.4,33.9
2024,Season B,April,Mayange,Rice,0.3,0.26,26.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Low,Limited,Yes,No,7.7,Sandy Loam,6.08,2.62,62.4,11.4,205.8,21.1,90.3,84.8,6.9,9.7,118.1,26.1
2021,Season A,December,Shyara,Maize,1.96,1.35,135.0,Flat,Improved (WH507),Yes,Inorganic (NPK),2.02,No,Beans,High,Adequate,No,No,9.8,Sandy Loam,6.04,2.07,58.7,22.0,286.3,20.2,60.7,72.2,7.1,11.7,94.7,17.99
2023,Season A,January,Nyamata,Maize,0.7,0.5,50.0,Hillside,Improved (WH507),No,None,0.0,Partial,Maize,Low,Adequate,No,No,11.8,Clay Soil,7.06,3.24,78.1,24.3,244.0,22.2,82.0,65.5,7.2,10.5,95.4,18.48
2020,Season B,February,Rilima,Beans,1.1,1.03,103.0,Hillside,Local Variety,Yes,Organic (Compost),0.0,Yes,Maize,Medium,Adequate,No,Yes,22.3,Sandy Soil,6.03,1.7,43.6,19.8,212.2,23.9,43.4,73.6,7.0,12.8,110.2,6.12
2021,Season B,March,Musenyi,Beans,0.16,0.15,15.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,10.9,Loam,7.17,2.37,35.5,14.2,237.7,24.2,112.2,83.3,6.8,10.9,118.8,8.64
2023,Season B,June,Juru,Beans,2.89,2.5,250.0,Hillside,Improved (RWR 2245),No,None,0.0,Yes,Beans,Low,Adequate,Yes,No,23.1,Sandy Loam,7.04,2.6,46.3,29.5,166.3,21.4,47.1,70.7,9.1,12.3,129.6,11.28
2022,Season A,November,Ngeruka,Maize,2.55,1.74,174.0,Hillside,Improved (WH507),No,None,0.0,No,Maize,Medium,Adequate,Yes,Yes,21.4,Loam,6.94,2.78,73.1,22.0,199.1,22.6,99.2,80.9,6.8,11.2,103.5,17.36
2022,Season B,April,Nyarugenge,Beans,0.42,0.4,40.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),0.31,Partial,Beans,Medium,Adequate,No,No,7.0,Clay Soil,6.25,2.07,40.8,25.6,184.3,24.7,123.0,76.5,7.4,9.4,106.3,8.19
2023,Season B,May,Nyarugenge,Beans,0.22,0.17,17.0,Flat,Improved (RWR 2245),Partial,Organic (Compost),0.78,Partial,Maize,Medium,Sufficient,Yes,No,18.0,Clay Soil,6.3,2.08,41.2,25.1,181.7,21.6,78.4,78.9,7.4,11.7,93.2,14.01
2020,Season B,March,Nyarugenge,Beans,1.81,1.47,147.0,Flat,Improved (RWR 2245),Yes,Inorganic (NPK),0.83,No,Beans,Low,Sufficient,Yes,No,24.2,Clay Soil,6.07,2.33,37.1,23.6,197.5,23.6,109.1,80.6,7.9,10.8,121.8,14.52
2024,Season A,September,Shyara,Beans,2.23,1.36,136.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Cassava,High,Sufficient,No,No,11.2,Sandy Loam,6.17,2.47,58.0,19.3,239.7,23.1,89.4,67.7,7.4,10.9,110.9,10.98
2020,Season A,October,Mayange,Maize,2.44,1.67,167.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,No,Maize,High,Adequate,No,Yes,23.1,Sandy Loam,6.14,2.74,65.8,13.0,199.4,23.8,103.2,78.5,7.9,11.4,98.6,20.06
2024,Season A,September,Shyara,Rice,2.1,1.83,183.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,No,Fallow,Low,Adequate,Yes,No,14.6,Sandy Loam,6.06,2.45,52.0,21.9,268.9,24.3,106.5,74.9,7.7,11.6,99.2,37.4
2021,Season B,April,Mwogo,Maize,1.24,1.08,108.0,Flat,Local Variety,No,None,0.0,No,Fallow,High,Limited,Yes,Yes,12.4,Sandy Soil,6.0,1.84,62.3,23.3,158.6,24.4,66.5,82.6,8.5,10.9,119.1,9.24
2020,Season B,May,Juru,Maize,0.92,0.58,58.0,Valley,Improved (WH507),Yes,Organic (Compost),0.0,No,Rice,High,Adequate,No,No,22.7,Sandy Loam,6.84,2.58,47.5,21.5,172.4,23.8,89.1,65.3,6.5,9.7,100.3,16.59
2020,Season B,April,Mareba,Beans,2.8,2.61,261.0,Flat,Hybrid (MAC 44),No,None,0.0,Yes,Beans,Low,Sufficient,Yes,No,8.9,Sandy Loam,6.99,3.13,58.7,11.9,230.8,22.0,149.2,75.4,7.2,9.8,100.0,8.84
2020,Season B,June,Nyarugenge,Rice,1.25,1.12,112.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,No,Rice,High,Sufficient,Yes,Yes,21.2,Clay Soil,6.14,2.11,42.0,25.4,192.7,23.6,26.5,66.2,8.0,12.5,129.2,20.03
2023,Season B,May,Kamabuye,Beans,0.62,0.43,43.0,Valley,Local Variety,No,None,0.0,Yes,Beans,High,Limited,No,Yes,14.6,Clay Soil,7.05,2.4,35.7,15.8,210.1,24.0,57.4,77.8,6.4,10.7,102.2,4.43
