Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Ha,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2022,Season A,September,Kamabuye,Rice,1.25,1.1,110.0,Hillside,Improved (IR64 / NERICA),Yes,Inorganic (NPK),102.9,Yes,Maize,Medium,Sufficient,No,No,14.2,Clay Soil,7.09,2.48,42.0,20.1,203.2,24.7,103.2,71.5,6.8,11.8,123.1,38.51
2020,Season A,January,Ntarama,Beans,1.56,1.42,142.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Partial,Rice,Medium,Limited,Yes,No,17.1,Sandy Soil,7.32,2.76,60.9,10.6,260.6,21.6,67.3,73.6,6.9,10.9,118.2,7.49
2021,Season B,June,Juru,Rice,2.66,1.65,165.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),220.3,No,Beans,High,Adequate,Yes,No,18.2,Sandy Loam,7.01,2.38,52.2,25.9,188.8,21.8,36.5,66.1,8.7,12.4,115.5,22.75
2024,Season A,October,Ngeruka,Beans,1.79,1.56,156.0,Hillside,Hybrid (MAC 44),Yes,Inorganic (NPK),108.4,No,Fallow,Medium,Limited,Yes,Yes,6.2,Loam,6.85,2.59,77.1,22.4,188.6,25.0,141.0,84.6,7.1,9.1,116.0,8.62
2021,Season B,March,Ngeruka,Rice,2.42,1.56,156.0,Valley,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Beans,Medium,Adequate,No,Yes,12.7,Loam,6.82,2.58,73.9,22.2,203.6,22.8,131.0,72.5,7.2,10.9,116.1,34.27
2023,Season A,January,Mareba,Rice,2.54,1.95,195.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Medium,Adequate,Yes,No,23.9,Sandy Loam,7.07,3.22,64.3,11.7,231.1,24.0,48.5,74.0,8.4,12.0,93.1,27.1
2021,Season A,November,Ruhuha,Rice,1.07,0.65,65.0,Valley,Hybrid (Komboka),No,None,0.0,No,Fallow,Medium,Sufficient,Yes,No,18.8,Sandy Loam,7.01,2.86,61.2,20.0,182.8,22.1,95.0,71.9,7.1,12.9,89.8,22.1
2022,Season A,September,Juru,Rice,1.27,0.93,93.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),209.7,Yes,Beans,Medium,Adequate,No,Yes,24.3,Sandy Loam,7.08,2.66,43.9,28.6,171.1,23.0,76.8,68.4,7.6,12.2,101.9,33.16
2020,Season B,April,Ntarama,Rice,0.24,0.17,17.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),26.3,Yes,Fallow,Low,Adequate,No,Yes,7.6,Sandy Soil,7.25,2.91,64.2,9.2,229.4,21.4,124.6,75.4,5.9,9.0,115.5,36.22
2022,Season B,April,Nyamata,Beans,2.9,2.59,259.0,Hillside,Hybrid (MAC 44),No,None,0.0,No,Fallow,Low,Adequate,No,No,22.8,Clay Soil,7.1,2.96,75.3,26.3,263.8,23.9,138.6,68.8,7.6,11.1,97.4,8.11
2023,Season B,April,Gashora,Maize,2.48,2.37,237.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),108.5,No,Beans,Medium,Adequate,Yes,No,20.9,Loam,6.46,2.08,47.8,21.6,188.8,24.4,78.3,85.5,6.4,10.5,102.1,19.49
2021,Season B,June,Kamabuye,Beans,1.07,0.79,79.0,Flat,Hybrid (MAC 44),No,None,0.0,No,Maize,Low,Adequate,Yes,Yes,10.4,Clay Soil,7.13,2.44,38.0,19.5,212.6,23.5,42.7,58.4,8.5,12.0,127.4,6.95
2022,Season B,February,Rweru,Rice,2.19,1.37,137.0,Flat,Hybrid (Komboka),No,None,0.0,No,Cassava,Low,Adequate,Yes,No,16.9,Clay Soil,7.11,2.67,65.7,12.8,193.8,21.5,71.4,73.5,6.8,10.1,119.0,16.88
2022,Season B,May,Nyamata,Beans,0.7,0.65,65.0,Valley,Local Variety,No,None,0.0,No,Maize,Low,Adequate,Yes,No,14.3,Clay Soil,7.23,3.26,74.1,25.8,260.0,24.5,60.7,74.6,7.3,10.4,102.9,5.89
2022,Season A,October,Shyara,Rice,1.35,1.23,123.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),195.5,No,Fallow,Medium,Limited,Yes,No,20.5,Sandy Loam,6.19,2.23,58.4,24.1,263.3,24.2,120.1,79.0,6.2,10.5,88.7,27.33
2024,Season A,October,Mareba,Beans,0.11,0.11,11.0,Flat,Hybrid (MAC 44),Yes,Inorganic (NPK),241.8,Partial,Maize,High,Sufficient,Yes,No,20.0,Sandy Loam,7.1,2.96,60.8,8.9,241.3,23.3,86.1,83.2,6.7,11.9,116.4,9.8
2021,Season A,December,Juru,Beans,1.95,1.67,167.0,Flat,Hybrid (MAC 44),Yes,Inorganic (NPK),54.2,No,Fallow,Low,Adequate,No,Yes,15.7,Sandy Loam,7.0,2.63,40.8,24.9,194.2,22.0,52.5,77.2,7.6,11.4,113.9,10.99
2020,Season B,March,Musenyi,Maize,1.29,0.88,88.0,Hillside,Improved (WH507),No,None,0.0,Partial,Rice,Medium,Sufficient,No,No,7.6,Loam,7.23,2.51,39.5,11.2,248.3,24.5,100.7,80.5,7.2,9.3,105.7,16.39
2024,Season B,February,Nyamata,Rice,2.31,1.53,153.0,Valley,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Rice,Low,Adequate,Yes,No,19.1,Clay Soil,7.21,3.25,76.1,22.9,260.4,22.8,54.6,78.0,8.1,10.8,123.1,24.26
2022,Season B,May,Ngeruka,Beans,2.03,1.96,196.0,Flat,Hybrid (MAC 44),No,None,0.0,Yes,Fallow,Low,Adequate,Yes,No,23.0,Loam,7.05,2.7,74.7,17.6,198.1,22.3,76.1,80.5,7.9,11.5,89.5,9.96
2021,Season B,February,Gashora,Rice,1.27,1.01,101.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),108.9,No,Beans,Low,Adequate,Yes,No,6.5,Loam,6.58,2.04,46.5,21.9,178.7,22.4,80.2,74.8,7.4,10.8,120.7,25.08
2022,Season A,November,Ruhuha,Rice,0.18,0.18,18.0,Valley,Local Variety,Partial,Organic (Compost),26.9,No,Beans,High,Adequate,Yes,No,14.6,Sandy Loam,6.86,2.45,67.1,17.1,191.7,21.1,110.2,75.1,7.1,9.8,110.7,18.98
2022,Season B,March,Kamabuye,Maize,2.68,1.7,170.0,Hillside,Local Variety,No,None,0.0,No,Maize,High,Adequate,Yes,No,19.0,Clay Soil,7.08,2.26,43.1,16.2,204.0,25.6,72.5,81.3,7.5,10.7,95.7,8.56
2020,Season A,December,Juru,Beans,2.25,2.1,210.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Cassava,Low,Limited,Yes,Yes,13.8,Sandy Loam,7.1,2.65,51.8,24.5,181.7,21.0,88.8,76.9,7.2,12.2,111.6,12.01
2020,Season B,June,Gashora,Rice,1.22,1.03,103.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),138.4,Yes,Beans,Low,Sufficient,Yes,Yes,5.3,Loam,6.43,2.08,42.5,23.2,183.6,21.3,41.6,61.3,8.1,12.8,122.5,31.32
2020,Season B,June,Rilima,Rice,0.57,0.57,57.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),50.2,No,Rice,High,Adequate,No,No,22.6,Sandy Soil,6.04,1.72,39.6,12.6,220.6,22.9,48.8,68.8,8.5,12.3,102.0,14.8
2020,Season B,April,Mwogo,Maize,2.12,1.61,161.0,Flat,Local Variety,No,None,0.0,No,Beans,Low,Sufficient,Yes,Yes,6.6,Sandy Soil,5.98,1.91,70.1,23.1,163.9,21.5,72.2,73.5,6.4,9.8,106.6,12.17
2023,Season A,September,Shyara,Maize,0.14,0.12,12.0,Hillside,Local Variety,No,None,0.0,Yes,Beans,High,Adequate,Yes,No,18.6,Sandy Loam,6.15,2.3,59.5,18.7,274.1,22.5,104.9,77.2,7.2,11.3,104.4,13.51
2023,Season B,June,Shyara,Maize,1.49,1.44,144.0,Hillside,Improved (WH507),Yes,Mixed (Organic + Inorganic),239.5,No,Fallow,High,Limited,No,No,10.3,Sandy Loam,6.1,2.01,57.7,20.7,257.8,23.7,38.4,73.7,8.2,11.0,98.8,13.44
2022,Season B,May,Shyara,Rice,2.07,1.86,186.0,Flat,Hybrid (Komboka),No,None,0.0,No,Maize,Medium,Adequate,No,No,9.6,Sandy Loam,6.17,2.48,62.1,21.3,270.7,25.5,108.5,72.3,7.6,9.8,99.2,23.94
2022,Season A,December,Mayange,Maize,2.05,2.04,204.0,Hillside,Improved (WH507),Partial,Inorganic (NPK),42.3,No,Beans,High,Adequate,No,No,18.4,Sandy Loam,6.16,2.81,69.2,11.7,200.1,22.3,96.2,80.2,7.4,12.8,120.4,20.13
2023,Season A,December,Kamabuye,Rice,1.52,1.4,140.0,Valley,Local Variety,No,None,0.0,Partial,Maize,Low,Adequate,No,Yes,22.7,Clay Soil,7.18,2.38,43.6,19.6,199.9,23.8,112.0,69.9,7.8,11.1,104.2,20.84
2021,Season B,March,Mayange,Rice,1.81,1.43,143.0,Flat,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),79.9,Yes,Beans,Low,Adequate,Yes,Yes,5.0,Sandy Loam,5.96,2.75,64.2,15.1,205.9,22.3,100.1,81.1,7.4,10.6,119.7,29.39
2020,Season B,February,Rilima,Maize,2.83,2.78,278.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,No,Cassava,High,Adequate,Yes,No,11.3,Sandy Soil,6.21,1.81,45.6,18.1,205.3,23.1,97.1,66.8,7.9,12.8,96.7,19.7
2023,Season A,December,Gashora,Rice,1.3,1.2,120.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Maize,High,Adequate,No,Yes,17.1,Loam,6.55,2.21,52.0,25.5,167.1,22.4,84.1,79.2,8.1,11.3,123.1,29.03
2021,Season B,June,Rilima,Rice,1.47,1.45,145.0,Hillside,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),179.4,Yes,Beans,High,Adequate,Yes,No,23.9,Sandy Soil,6.01,1.77,45.0,17.9,212.3,23.1,44.4,71.2,8.2,10.2,114.2,32.7
2023,Season A,November,Mwogo,Rice,1.39,1.11,111.0,Hillside,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Maize,Medium,Adequate,No,No,22.8,Sandy Soil,5.91,1.99,71.2,21.6,157.2,24.8,69.5,77.3,7.1,9.7,109.8,31.34
2023,Season A,November,Nyarugenge,Maize,1.79,1.62,162.0,Flat,Local Variety,No,None,0.0,No,Cassava,Low,Limited,Yes,Yes,9.6,Clay Soil,6.27,2.06,37.6,22.5,195.9,22.1,135.1,74.7,6.4,10.2,105.3,12.4
2020,Season A,December,Gashora,Maize,1.03,0.86,86.0,Valley,Hybrid (H614D),Yes,Organic (Compost),0.0,No,Rice,Medium,Adequate,No,Yes,17.4,Loam,6.37,2.28,46.9,26.0,193.3,21.9,103.9,62.8,7.5,12.3,115.3,27.98
2022,Season B,April,Ruhuha,Beans,0.66,0.49,49.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),39.0,Yes,Beans,High,Sufficient,No,No,24.1,Sandy Loam,7.08,2.41,60.2,20.2,177.3,21.1,92.0,76.4,6.6,10.3,118.2,6.9
2021,Season A,September,Musenyi,Rice,0.32,0.29,29.0,Valley,Local Variety,Partial,Inorganic (NPK),57.8,No,Cassava,Medium,Adequate,Yes,No,14.9,Loam,7.14,2.3,37.9,12.2,256.7,23.9,64.9,71.5,8.2,10.4,100.7,19.33
2024,Season B,May,Kamabuye,Beans,0.77,0.63,63.0,Hillside,Improved (RWR 2245),Yes,Inorganic (NPK),76.1,No,Beans,Medium,Sufficient,No,No,23.2,Clay Soil,6.96,2.09,42.4,15.2,207.7,24.4,63.3,78.4,7.6,10.4,98.6,12.53
2020,Season A,September,Rilima,Rice,2.79,2.64,264.0,Valley,Local Variety,Partial,Organic (Compost),67.7,No,Maize,Low,Adequate,Yes,No,19.3,Sandy Soil,6.14,1.87,45.3,17.2,208.7,24.1,97.0,68.7,7.4,9.6,97.2,23.82
2021,Season A,December,Ngeruka,Beans,0.17,0.11,11.0,Flat,Improved (RWR 2245),Yes,Organic (Compost),0.0,Partial,Beans,Medium,Sufficient,No,Yes,16.9,Loam,7.05,2.61,69.3,25.2,199.2,23.9,112.6,68.1,7.2,10.8,100.9,11.93
2020,Season B,March,Rilima,Maize,2.86,2.67,267.0,Hillside,Local Variety,Partial,Inorganic (NPK),35.9,Yes,Maize,Medium,Sufficient,No,No,8.2,Sandy Soil,6.24,1.75,43.8,15.0,226.7,23.3,85.0,66.6,6.7,10.9,114.4,15.73
2024,Season A,January,Mayange,Rice,1.17,1.03,103.0,Valley,Improved (IR64 / NERICA),Partial,Organic (Compost),31.7,Partial,Maize,Medium,Adequate,Yes,No,14.7,Sandy Loam,5.96,2.78,57.4,12.2,190.4,23.9,54.1,67.6,7.2,10.6,123.1,30.62
2020,Season B,May,Mayange,Maize,1.04,1.03,103.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),244.6,No,Beans,Medium,Sufficient,Yes,Yes,23.1,Sandy Loam,6.08,2.68,60.4,13.1,212.1,24.0,68.4,82.6,7.5,11.3,114.2,22.6
2022,Season B,February,Mareba,Maize,1.28,1.03,103.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,No,Maize,High,Adequate,No,No,16.4,Sandy Loam,7.29,2.82,62.2,9.4,230.4,22.1,54.6,69.0,7.2,9.9,111.8,13.43
2022,Season B,May,Kamabuye,Maize,0.24,0.23,23.0,Valley,Hybrid (H614D),Yes,Mixed (Organic + Inorganic),151.0,No,Fallow,Low,Adequate,Yes,Yes,7.8,Clay Soil,7.0,2.22,40.3,16.7,203.1,22.3,106.8,71.7,7.1,10.6,100.0,27.88
2022,Season B,May,Juru,Beans,2.35,1.96,196.0,Valley,Improved (RWR 2245),Partial,Inorganic (NPK),73.1,No,Fallow,High,Adequate,Yes,No,14.0,Sandy Loam,7.04,2.48,56.4,24.0,183.6,23.4,54.7,78.2,7.7,11.1,112.4,10.86
2023,Season A,November,Mayange,Rice,1.92,1.24,124.0,Hillside,Hybrid (Komboka),No,None,0.0,Yes,Maize,High,Limited,Yes,No,10.9,Sandy Loam,5.87,2.68,63.0,10.5,204.7,23.9,89.9,81.5,7.0,11.5,99.3,22.21
2024,Season A,November,Musenyi,Rice,2.63,1.72,172.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),13.4,Partial,Beans,Medium,Limited,No,No,24.7,Loam,7.04,2.27,41.3,15.8,263.6,24.2,127.6,76.0,6.6,8.1,97.6,34.93
2021,Season B,March,Ngeruka,Beans,1.25,1.22,122.0,Flat,Hybrid (MAC 44),No,None,0.0,Partial,Beans,Low,Sufficient,Yes,No,19.4,Loam,6.94,2.74,74.7,17.8,193.7,24.4,70.3,72.6,7.5,11.9,118.2,8.75
2024,Season A,January,Shyara,Beans,2.66,1.9,190.0,Flat,Improved (RWR 2245),No,None,0.0,Partial,Maize,High,Adequate,Yes,No,21.0,Sandy Loam,6.26,2.1,54.7,25.9,262.5,21.5,58.2,66.3,7.8,12.7,92.1,11.0
2022,Season A,December,Mayange,Maize,0.94,0.63,63.0,Flat,Local Variety,No,None,0.0,No,Cassava,Low,Adequate,Yes,Yes,21.6,Sandy Loam,5.79,2.84,62.8,9.0,205.2,22.5,85.1,65.6,7.8,9.9,107.1,14.84
2022,Season A,November,Ruhuha,Rice,2.68,2.14,214.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Beans,Medium,Sufficient,Yes,No,18.9,Sandy Loam,6.9,2.47,64.6,15.3,176.2,22.3,93.2,75.7,7.0,9.1,113.9,24.79
2022,Season B,June,Juru,Rice,1.81,1.22,122.0,Valley,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Beans,Low,Adequate,Yes,No,17.2,Sandy Loam,6.97,2.69,44.4,29.8,184.4,22.0,48.6,65.5,8.1,13.1,102.9,17.85
2020,Season A,December,Gashora,Maize,1.06,0.89,89.0,Flat,Improved (WH507),No,None,0.0,No,Rice,Medium,Sufficient,Yes,Yes,18.8,Loam,6.6,2.37,50.6,24.1,191.8,23.8,62.6,68.0,7.4,11.0,117.7,16.48
2024,Season B,February,Musenyi,Maize,1.15,0.86,86.0,Hillside,Hybrid (H614D),No,None,0.0,No,Rice,Low,Sufficient,Yes,Yes,10.6,Loam,6.82,2.47,36.7,15.0,256.0,22.9,67.0,77.9,7.7,10.6,116.7,22.37
2021,Season A,December,Ntarama,Beans,1.82,1.76,176.0,Flat,Improved (RWR 2245),No,None,0.0,No,Maize,Low,Adequate,No,Yes,14.4,Sandy Soil,7.14,2.95,59.4,12.9,233.8,20.3,104.2,68.9,7.7,11.6,105.6,12.2
2024,Season A,December,Ngeruka,Rice,2.7,1.92,192.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),70.4,No,Beans,Medium,Adequate,Yes,No,8.6,Loam,7.05,3.1,75.0,20.6,186.4,22.0,114.5,82.2,6.8,10.9,110.3,35.26
2023,Season A,December,Mareba,Beans,1.5,1.18,118.0,Flat,Local Variety,No,None,0.0,No,Beans,High,Sufficient,No,No,15.0,Sandy Loam,7.06,2.84,65.5,12.4,246.6,19.7,86.5,77.0,7.0,11.6,101.6,5.39
2023,Season A,January,Rweru,Maize,2.07,1.46,146.0,Flat,Improved (WH507),Yes,Inorganic (NPK),146.5,No,Rice,Low,Limited,Yes,No,14.0,Clay Soil,6.87,2.7,63.8,10.8,196.4,22.1,68.6,70.5,8.1,11.0,99.7,18.69
2020,Season A,September,Mayange,Maize,2.05,1.5,150.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,No,Maize,Medium,Sufficient,No,No,19.5,Sandy Loam,5.98,2.77,64.8,13.0,210.7,23.3,71.8,75.4,7.3,12.2,101.2,19.62
2020,Season B,May,Rweru,Rice,2.88,2.18,218.0,Hillside,Improved (IR64 / NERICA),Yes,Inorganic (NPK),176.3,Yes,Beans,Medium,Sufficient,No,No,18.4,Clay Soil,7.1,2.56,58.9,13.2,190.5,25.4,66.1,74.0,7.9,10.3,103.0,32.04
2020,Season A,January,Gashora,Rice,1.95,1.39,139.0,Flat,Hybrid (Komboka),No,None,0.0,No,Cassava,Medium,Adequate,No,Yes,10.4,Loam,6.31,2.35,49.0,25.0,197.3,22.4,90.8,72.0,8.6,11.4,100.2,24.12
2024,Season B,May,Shyara,Beans,2.72,2.62,262.0,Flat,Hybrid (MAC 44),No,None,0.0,Partial,Rice,Low,Sufficient,Yes,Yes,12.3,Sandy Loam,6.08,2.39,56.0,22.9,273.3,23.1,99.4,72.7,7.4,9.8,94.1,9.89
2021,Season B,February,Mareba,Maize,0.68,0.49,49.0,Hillside,Local Variety,Yes,Inorganic (NPK),63.9,No,Beans,High,Adequate,Yes,No,21.0,Sandy Loam,7.22,3.05,57.6,14.4,223.2,25.6,70.2,75.0,7.4,9.5,122.3,10.92
2020,Season B,April,Mayange,Beans,2.58,2.33,233.0,Flat,Improved (RWR 2245),No,None,0.0,No,Rice,Medium,Limited,No,Yes,16.2,Sandy Loam,5.9,3.07,69.6,13.7,224.7,21.2,100.2,70.5,6.4,10.1,111.5,10.88
2021,Season B,February,Mareba,Beans,2.56,2.55,255.0,Flat,Hybrid (MAC 44),Yes,Organic (Compost),0.0,Partial,Beans,Low,Adequate,No,No,13.3,Sandy Loam,7.41,2.8,58.4,12.7,222.4,24.0,78.5,79.5,8.0,12.6,114.3,10.2
2024,Season A,September,Mayange,Maize,2.55,1.67,167.0,Flat,Hybrid (H614D),Yes,Mixed (Organic + Inorganic),175.1,Partial,Beans,High,Adequate,Yes,No,8.0,Sandy Loam,5.99,2.8,66.1,8.6,205.1,23.9,105.5,75.4,6.8,12.0,106.3,30.02
2021,Season B,June,Rilima,Beans,0.63,0.5,50.0,Hillside,Improved (RWR 2245),Yes,Organic (Compost),0.0,No,Fallow,Low,Adequate,Yes,No,16.0,Sandy Soil,6.06,1.79,41.4,13.8,225.6,23.0,37.2,61.7,8.7,13.7,132.9,9.35
2020,Season B,March,Mwogo,Maize,2.7,2.31,231.0,Hillside,Local Variety,No,None,0.0,No,Beans,High,Adequate,No,No,20.2,Sandy Soil,5.94,2.04,69.4,21.5,179.1,23.3,97.5,78.2,7.3,10.5,115.7,13.61
2022,Season A,December,Rweru,Maize,1.9,1.52,152.0,Hillside,Local Variety,No,None,0.0,Yes,Rice,Low,Sufficient,No,No,23.3,Clay Soil,6.94,2.6,64.8,13.2,195.7,22.1,60.1,72.6,7.2,10.1,111.8,13.24
2022,Season B,May,Rilima,Rice,1.54,1.05,105.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,10.5,Sandy Soil,6.23,1.99,39.1,14.9,218.8,22.4,98.1,78.5,5.5,10.9,116.3,26.77
2023,Season B,February,Kamabuye,Maize,1.34,0.9,90.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Yes,Maize,High,Sufficient,No,Yes,14.1,Clay Soil,7.33,2.19,38.2,17.1,216.8,23.2,62.1,73.4,7.5,11.3,126.1,11.62
2022,Season A,October,Ntarama,Maize,1.07,0.84,84.0,Hillside,Local Variety,Yes,Organic (Compost),0.0,No,Beans,Low,Sufficient,No,Yes,16.1,Sandy Soil,7.08,2.83,57.0,9.7,235.1,24.0,147.6,81.1,5.9,9.1,109.6,15.72
2024,Season B,February,Ruhuha,Rice,0.29,0.27,27.0,Flat,Hybrid (Komboka),Partial,Inorganic (NPK),20.2,No,Beans,Medium,Adequate,Yes,No,13.7,Sandy Loam,6.91,2.59,65.4,18.4,185.1,22.7,53.3,75.3,7.8,11.7,113.8,22.12
2021,Season B,March,Mayange,Maize,2.14,1.85,185.0,Hillside,Improved (WH507),No,None,0.0,Yes,Beans,Low,Limited,No,No,15.2,Sandy Loam,6.07,2.78,68.5,13.1,187.6,22.1,78.6,73.7,7.9,10.1,113.3,16.8
2023,Season A,January,Mayange,Beans,1.2,0.72,72.0,Valley,Improved (RWR 2245),Yes,Inorganic (NPK),163.6,No,Beans,Medium,Limited,No,Yes,21.2,Sandy Loam,6.07,2.72,63.9,13.3,204.1,22.0,71.0,71.9,8.0,11.9,107.9,14.27
2020,Season B,March,Ngeruka,Maize,1.39,0.94,94.0,Hillside,Hybrid (H614D),Partial,Inorganic (NPK),61.4,Yes,Fallow,Medium,Adequate,Yes,No,21.4,Loam,7.05,2.79,75.0,19.3,197.0,23.2,122.4,82.1,7.3,11.0,110.3,28.11
2023,Season B,February,Shyara,Rice,1.59,1.16,116.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Rice,High,Adequate,No,No,19.4,Sandy Loam,6.13,2.42,50.3,19.7,260.3,23.6,100.6,82.2,7.4,9.6,97.7,23.78
2020,Season B,June,Mareba,Rice,1.07,1.04,104.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),76.7,No,Beans,High,Adequate,Yes,No,20.1,Sandy Loam,7.24,2.96,65.2,11.9,237.4,22.8,42.2,71.0,8.5,13.7,122.6,13.09
2023,Season A,January,Ngeruka,Rice,0.74,0.7,70.0,Valley,Local Variety,Yes,Inorganic (NPK),138.4,No,Beans,Low,Sufficient,Yes,No,15.6,Loam,7.0,2.53,78.5,21.8,196.1,22.0,76.0,72.4,7.6,12.1,95.9,18.37
2020,Season B,May,Juru,Maize,0.92,0.58,58.0,Valley,Improved (WH507),Yes,Organic (Compost),0.0,No,Fallow,Low,Limited,Yes,No,22.7,Sandy Loam,6.96,2.6,46.8,27.0,186.7,23.1,79.6,75.6,6.4,11.6,96.3,16.88
2022,Season B,May,Gashora,Rice,1.05,0.8,80.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),63.5,Yes,Cassava,Low,Limited,Yes,Yes,13.0,Loam,6.44,2.15,52.9,22.3,181.5,22.6,61.7,75.2,7.5,11.0,117.5,25.71
2024,Season A,November,Juru,Beans,1.22,0.9,90.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),215.5,Yes,Fallow,Low,Sufficient,Yes,No,10.1,Sandy Loam,6.78,2.79,51.8,22.3,168.1,23.0,128.3,72.3,7.2,10.3,104.9,8.09
2022,Season B,May,Ngeruka,Maize,2.37,1.61,161.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),139.3,No,Maize,Low,Adequate,Yes,No,18.0,Loam,6.92,2.81,74.3,24.5,188.9,23.3,95.4,75.2,6.9,11.9,102.1,21.74
2020,Season B,April,Nyarugenge,Beans,1.57,1.16,116.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),47.4,No,Beans,High,Adequate,No,No,15.8,Clay Soil,6.2,2.27,40.5,21.5,190.1,24.4,140.5,78.9,6.3,10.2,104.2,7.31
2020,Season A,January,Kamabuye,Maize,2.07,1.62,162.0,Valley,Local Variety,Partial,Inorganic (NPK),11.1,Yes,Beans,Medium,Sufficient,No,Yes,12.8,Clay Soil,6.96,1.97,37.9,19.3,209.6,20.7,49.2,69.8,8.6,11.5,92.8,12.03
2021,Season B,April,Nyamata,Maize,1.41,1.39,139.0,Flat,Improved (WH507),Partial,Organic (Compost),62.4,Yes,Maize,High,Adequate,Yes,No,21.5,Clay Soil,7.08,2.98,75.3,20.9,260.8,23.3,149.8,85.5,7.1,11.1,113.9,14.99
2024,Season A,November,Gashora,Beans,1.07,0.78,78.0,Flat,Local Variety,Partial,Organic (Compost),18.1,No,Beans,Low,Adequate,Yes,No,14.0,Loam,6.63,2.05,47.4,22.7,206.5,23.3,101.8,78.3,7.6,9.1,90.6,6.97
2022,Season B,March,Ngeruka,Rice,2.1,1.68,168.0,Flat,Hybrid (Komboka),No,None,0.0,No,Maize,Medium,Sufficient,No,Yes,10.9,Loam,6.9,2.73,74.6,14.0,205.8,24.1,98.7,80.2,6.2,10.2,106.1,23.47
2022,Season A,January,Rweru,Beans,2.35,2.12,212.0,Hillside,Hybrid (MAC 44),No,None,0.0,Partial,Rice,Low,Sufficient,No,Yes,6.9,Clay Soil,7.14,2.39,61.1,13.5,193.7,20.7,46.1,63.4,7.5,11.1,107.5,8.09
2020,Season B,February,Nyamata,Rice,2.39,1.73,173.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),220.0,No,Beans,Low,Limited,No,No,8.4,Clay Soil,7.08,3.1,79.4,22.2,251.7,20.7,98.0,78.4,7.2,12.5,109.4,23.63
2024,Season A,January,Musenyi,Rice,0.87,0.64,64.0,Flat,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,Partial,Beans,Medium,Sufficient,No,No,12.2,Loam,7.19,2.34,41.6,13.1,248.1,22.6,88.8,64.7,8.6,11.4,106.5,32.01
2024,Season A,October,Ruhuha,Rice,0.27,0.21,21.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),20.6,No,Beans,Low,Sufficient,Yes,Yes,20.1,Sandy Loam,6.94,2.35,60.8,17.7,185.6,25.0,98.8,79.0,7.0,10.6,104.1,37.67
2024,Season B,March,Juru,Maize,0.19,0.18,18.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),152.4,No,Rice,Medium,Limited,Yes,No,8.6,Sandy Loam,6.94,2.73,47.0,24.7,181.6,21.2,118.8,75.1,7.4,12.9,97.9,14.56
